,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,0.59,Médio,0.38,Bom,C,C,C,C,C,C,C,C,D,C,9,0,,18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B
15,D,0.62,Fácil,0.37,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,24,B,0.27,Difícil,0.27,Médio,B,B,B,B,B,B,B,B,B,B
16,A,0.20,Difícil,0.22,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E
17,C,0.27,Difícil,0.04,Fraco,C,C,C,C,C,C,C,C,C,C,10,1,,31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A
18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B,10,1,,32,C,0.36,Difícil,0.30,Bom,C,C,C,C,C,C,C,C,C,C
19,A,0.58,Médio,0.32,Bom,B,B,A,B,B,A,B,B,B,B,2,0,,34,D,0.36,Difícil,0.35,Bom,D,D,D,D,D,D,D,D,D,D
20,B,0.37,Difícil,0.36,Bom,B,A,B,E,B,B,A,B,B,A,6,0,,35,D,0.36,Difícil,0.30,Bom,D,D,D,D,D,D,D,D,D,D
21,C,0.18,Difícil,0.01,Fraco,E,C,C,C,C,E,C,C,C,C,8,0,,,,,,,,,,,,,,,,,
22,E,0.39,Difícil,0.31,Bom,D,D,A,D,D,D,D,A,D,D,0,0,,Errou tudo,,,,,,,,,,,,,,,
23,B,0.83,Fácil,0.40,Muito bom,B,E,B,B,B,B,B,B,B,B,9,0,,12,B,0.26,Difícil,0.21,Médio,C,C,C,C,C,C,C,C,C,C
24,B,0.27,Difícil,0.27,Médio,B,B,B,B,B,B,B,B,B,B,10,1,,13,D,0.44,Médio,0.28,Médio,E,E,E,E,E,E,E,E,E,E
25,E,0.58,Médio,0.40,Muito bom,E,C,E,E,E,E,E,E,E,E,9,0,,22,E,0.39,Difícil,0.31,Bom,D,D,A,D,D,D,D,A,D,D
26,E,0.56,Médio,0.42,Muito bom,E,E,E,E,E,E,E,E,A,E,9,0,,27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B
27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B,0,1,,,,,,,,,,,,,,,,,
28,A,0.57,Médio,0.33,Bom,E,E,E,E,E,A,E,E,E,E,1,0,,Variou +2 opções,,,,,,,,,,,,,,,
29,D,0.44,Médio,0.35,Bom,D,D,C,C,D,C,C,E,E,E,3,0,,20,B,0.37,Difícil,0.36,Bom,B,A,B,E,B,B,A,B,B,A
30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E,10,1,,29,D,0.44,Médio,0.35,Bom,D,D,C,C,D,C,C,E,E,E
31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,,,,,,,,,,,,,,,,
32,C,0.36,Difícil,0.30,Bom,C,C,C,C,C,C,C,C,C,C,10,1,,,,,,,,,,,,,,,,,
34,D,0.36,Difícil,0.35,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,,,,,,,,,,,,,,,,
35,D,0.36,Difícil,0.30,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,,,,,,,,,,,,,,,,
Acertos,26,,,,,19,17,19,18,20,20,17,19,17,18,"18,4","57,69%",,,,,,,,,,,,,,,,,
Percentual de Acerto,,,,,,"73,1%","65,4%","73,1%","69,2%","76,9%","76,9%","65,4%","73,1%","65,4%","69,2%","70,8%",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14/07/2025,29/07/25,,,,,,,,,,,,ChatGPT o3,,,,,,,,,,,,,,,
,Gabarito,Índice de Facilidade (Valor),Índice de Facilidade (Classificação),Índice de Discriminação (Ponto-Bisserial) (Valor),Índice de Discriminação (Ponto-Bisserial) (Classificação),ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,ChatGPT o3,,,,Acertou tudo,Gabarito,Índice de Facilidade (Valor),Índice de Facilidade (Classificação),Índice de Discriminação (Ponto-Bisserial) (Valor),Índice de Discriminação (Ponto-Bisserial) (Classificação),,,,,,,,,,
9,C,0.14,Muito difícil,0.03,Fraco,C,C,C,C,C,C,C,C,C,C,10,1,,9,C,0.14,Muito difícil,0.03,Fraco,C,C,C,C,C,C,C,C,C,C
10,E,0.43,Médio,0.31,Bom,E,E,E,E,E,E,E,E,E,E,10,1,,10,E,0.43,Médio,0.31,Bom,E,E,E,E,E,E,E,E,E,E
11,C,0.52,Médio,0.24,Médio,C,C,C,C,C,C,C,C,D,C,9,0,,14,C,0.59,Médio,0.38,Bom,C,C,C,C,C,C,C,C,C,C
12,B,0.26,Difícil,0.21,Médio,B,D,B,B,C,B,B,B,B,D,7,0,,15,D,0.62,Fácil,0.37,Bom,D,D,D,D,D,D,D,D,D,D
13,D,0.44,Médio,0.28,Médio,D,D,D,D,D,D,D,D,X,D,9,0,,16,A,0.20,Difícil,0.22,Médio,A,A,A,A,A,A,A,A,A,A
14,C,0.59,Médio,0.38,Bom,C,C,C,C,C,C,C,C,C,C,10,1,,17,C,0.27,Difícil,0.04,Fraco,C,C,C,C,C,C,C,C,C,C
15,D,0.62,Fácil,0.37,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B
16,A,0.20,Difícil,0.22,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,23,B,0.83,Fácil,0.40,Muito bom,B,B,B,B,B,B,B,B,B,B
17,C,0.27,Difícil,0.04,Fraco,C,C,C,C,C,C,C,C,C,C,10,1,,26,E,0.56,Médio,0.42,Muito bom,E,E,E,E,E,E,E,E,E,E
18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B,10,1,,30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E
19,A,0.58,Médio,0.32,Bom,B,A,B,B,B,A,B,B,A,B,3,0,,31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A
20,B,0.37,Difícil,0.36,Bom,X,A,A,E,A,X,A,A,X,A,0,0,,34,D,0.36,Difícil,0.35,Bom,D,D,D,D,D,D,D,D,D,D
21,C,0.18,Difícil,0.01,Fraco,D,D,D,D,D,D,D,D,D,E,0,0,,,,,,,,,,,,,,,,,
22,E,0.39,Difícil,0.31,Bom,E,E,E,D,E,E,E,E,E,E,9,0,,Errou tudo,,,,,,,,,,,,,,,
23,B,0.83,Fácil,0.40,Muito bom,B,B,B,B,B,B,B,B,B,B,10,1,,20,B,0.37,Difícil,0.36,Bom,X,A,A,E,A,X,A,A,X,A
24,B,0.27,Difícil,0.27,Médio,B,B,X,B,B,B,B,B,B,B,9,0,,21,C,0.18,Difícil,0.01,Fraco,D,D,D,D,D,D,D,D,D,E
25,E,0.58,Médio,0.40,Muito bom,E,E,E,E,E,E,C,E,C,E,8,0,,27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B
26,E,0.56,Médio,0.42,Muito bom,E,E,E,E,E,E,E,E,E,E,10,1,,,,,,,,,,,,,,,,,
27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B,0,1,,Variou +2 opções,,,,,,,,,,,,,,,
28,A,0.57,Médio,0.33,Bom,C,E,C,A,C,C,C,C,E,E,1,0,,20,B,0.37,Difícil,0.36,Bom,X,A,A,E,A,X,A,A,X,A
29,D,0.44,Médio,0.35,Bom,D,D,D,D,D,D,D,D,X,D,9,0,,28,A,0.57,Médio,0.33,Bom,C,E,C,A,C,C,C,C,E,E
30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E,10,1,,,,,,,,,,,,,,,,,
31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,,,,,,,,,,,,,,,,
32,C,0.36,Difícil,0.30,Bom,C,E,C,E,E,C,E,E,E,C,4,0,,,,,,,,,,,,,,,,,
34,D,0.36,Difícil,0.35,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,,,,,,,,,,,,,,,,
35,D,0.36,Difícil,0.30,Bom,D,D,D,D,D,D,C,D,X,D,8,0,,,,,,,,,,,,,,,,,
Acertos,26,,,,,21,20,20,20,19,22,18,20,16,20,"19,6","50,00%",,,,,,,,,,,,,,,,,
Percentual de Acerto,,,,,,"80,8%","76,9%","76,9%","76,9%","73,1%","84,6%","69,2%","76,9%","61,5%","76,9%","75,4%",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14/07/2025,21/07/25,,,,,,,,,,,,ChatGPT o4-mini,,,,,,,,,,,,,,,
,Gabarito,Índice de Facilidade (Valor),Índice de Facilidade (Classificação),Índice de Discriminação (Ponto-Bisserial) (Valor),Índice de Discriminação (Ponto-Bisserial) (Classificação),ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,ChatGPT o4-mini,,,,Acertou tudo,Gabarito,Índice de Facilidade (Valor),Índice de Facilidade (Classificação),Índice de Discriminação (Ponto-Bisserial) (Valor),Índice de Discriminação (Ponto-Bisserial) (Classificação),,,,,,,,,,
9,C,0.14,Muito difícil,0.03,Fraco,C,C,C,C,C,C,C,C,C,C,10,1,,9,C,0.14,Muito difícil,0.03,Fraco,C,C,C,C,C,C,C,C,C,C
10,E,0.43,Médio,0.31,Bom,E,X,E,E,A,E,A,A,E,E,6,0,,14,C,0.59,Médio,0.38,Bom,C,C,C,C,C,C,C,C,C,C
11,C,0.52,Médio,0.24,Médio,D,D,D,D,D,D,D,D,D,D,0,1,,15,D,0.62,Fácil,0.37,Bom,D,D,D,D,D,D,D,D,D,D
12,B,0.26,Difícil,0.21,Médio,C,E,C,C,E,C,C,C,C,E,0,0,,16,A,0.20,Difícil,0.22,Médio,A,A,A,A,A,A,A,A,A,A
13,D,0.44,Médio,0.28,Médio,X,D,X,X,D,X,X,X,X,X,2,0,,17,C,0.27,Difícil,0.04,Fraco,C,C,C,C,C,C,C,C,C,C
14,C,0.59,Médio,0.38,Bom,C,C,C,C,C,C,C,C,C,C,10,1,,18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B
15,D,0.62,Fácil,0.37,Bom,D,D,D,D,D,D,D,D,D,D,10,1,,23,B,0.83,Fácil,0.40,Muito bom,B,B,B,B,B,B,B,B,B,B
16,A,0.20,Difícil,0.22,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,24,B,0.27,Difícil,0.27,Médio,B,B,B,B,B,B,B,B,B,B
17,C,0.27,Difícil,0.04,Fraco,C,C,C,C,C,C,C,C,C,C,10,1,,26,E,0.56,Médio,0.42,Muito bom,E,E,E,E,E,E,E,E,E,E
18,B,0.29,Difícil,0.02,Fraco,B,B,B,B,B,B,B,B,B,B,10,1,,30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E
19,A,0.58,Médio,0.32,Bom,A,B,B,B,B,B,B,B,B,B,1,0,,31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A
20,B,0.37,Difícil,0.36,Bom,X,X,X,X,X,X,X,X,X,A,0,0,,,,,,,,,,,,,,,,,
21,C,0.18,Difícil,0.01,Fraco,D,D,D,C,D,C,X,X,C,D,3,0,,Errou tudo,,,,,,,,,,,,,,,
22,E,0.39,Difícil,0.31,Bom,E,E,E,E,E,X,E,C,E,E,8,0,,11,C,0.52,Médio,0.24,Médio,D,D,D,D,D,D,D,D,D,D
23,B,0.83,Fácil,0.40,Muito bom,B,B,B,B,B,B,B,B,B,B,10,1,,12,B,0.26,Difícil,0.21,Médio,C,E,C,C,E,C,C,C,C,E
24,B,0.27,Difícil,0.27,Médio,B,B,B,B,B,B,B,B,B,B,10,1,,20,B,0.37,Difícil,0.36,Bom,X,X,X,X,X,X,X,X,X,A
25,E,0.58,Médio,0.40,Muito bom,C,E,C,C,C,C,C,C,C,E,2,0,,27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B
26,E,0.56,Médio,0.42,Muito bom,E,E,E,E,E,E,E,E,E,E,10,1,,28,A,0.57,Médio,0.33,Bom,X,X,X,X,E,X,X,X,X,X
27,D,0.28,Difícil,0.03,Fraco,B,B,B,B,B,B,B,B,B,B,0,1,,,,,,,,,,,,,,,,,
28,A,0.57,Médio,0.33,Bom,X,X,X,X,E,X,X,X,X,X,0,0,,Variou +2 opções,,,,,,,,,,,,,,,
29,D,0.44,Médio,0.35,Bom,B,B,B,C,X,D,X,X,X,X,1,0,,10,E,0.43,Médio,0.31,Bom,E,X,E,E,A,E,A,A,E,E
30,E,0.16,Difícil,0.23,Médio,E,E,E,E,E,E,E,E,E,E,10,1,,21,C,0.18,Difícil,0.01,Fraco,D,D,D,C,D,C,X,X,C,D
31,A,0.28,Difícil,0.20,Médio,A,A,A,A,A,A,A,A,A,A,10,1,,22,E,0.39,Difícil,0.31,Bom,E,E,E,E,E,X,E,C,E,E
32,C,0.36,Difícil,0.30,Bom,C,C,E,C,E,E,C,E,E,E,4,0,,29,D,0.44,Médio,0.35,Bom,B,B,B,C,X,D,X,X,X,X
34,D,0.36,Difícil,0.35,Bom,D,D,D,X,D,X,D,D,D,D,8,0,,35,D,0.36,Difícil,0.30,Bom,C,X,X,D,X,D,X,X,X,D
35,D,0.36,Difícil,0.30,Bom,C,X,X,D,X,D,X,X,X,D,3,0,,,,,,,,,,,,,,,,,
Acertos,26,,,,,16,16,14,16,14,15,14,12,15,16,"14,8","50,00%",,,,,,,,,,,,,,,,,
Percentual de Acerto,,,,,,"61,5%","61,5%","53,8%","61,5%","53,8%","57,7%","53,8%","46,2%","57,7%","61,5%","56,9%",,,,,,,,,,,,,,,,,,
